Organization,Repository_Name,Language,Visibility,Repository_Size_KB,Stars,Forks,Open_Issues,Created_Date,Updated_Date,Default_Branch,Repository_URL
elastic,logsgenreceiver,Go,public,143,0,2,1,2026-03-12T10:57:38Z,2026-07-09T11:35:23Z,main,https://github.com/elastic/logsgenreceiver
elastic,elastic-ramen,TypeScript,public,186750,17,5,9,2026-03-13T10:14:45Z,2026-07-31T14:44:29Z,dev,https://github.com/elastic/elastic-ramen
elastic,terraform-ad-example,HCL,public,9,0,1,0,2026-03-20T02:18:33Z,2026-03-23T22:42:45Z,main,https://github.com/elastic/terraform-ad-example
elastic,dashboard-alert-migration,Python,public,9387,0,0,1,2026-03-22T18:06:11Z,2026-07-31T19:29:18Z,main,https://github.com/elastic/dashboard-alert-migration
elastic,observability-migration-platform,Python,public,13757,6,8,55,2026-03-24T16:14:11Z,2026-07-28T12:24:08Z,main,https://github.com/elastic/observability-migration-platform
elastic,security-env-setup,TypeScript,public,368,0,1,0,2026-03-24T16:24:05Z,2026-04-22T16:40:22Z,main,https://github.com/elastic/security-env-setup
elastic,example-mcp-dashbuilder,TypeScript,public,2135,15,5,14,2026-03-26T10:49:09Z,2026-07-15T14:26:30Z,main,https://github.com/elastic/example-mcp-dashbuilder
elastic,mastra-elasticsearch-example,TypeScript,public,318,4,2,0,2026-03-27T16:11:54Z,2026-07-23T13:22:28Z,main,https://github.com/elastic/mastra-elasticsearch-example
elastic,jingra,Java,public,294,6,2,1,2026-03-30T14:11:00Z,2026-06-29T15:18:39Z,main,https://github.com/elastic/jingra
elastic,kibana-network-topology-plugin,TypeScript,public,367,5,1,8,2026-03-30T16:00:12Z,2026-07-29T09:14:00Z,main,https://github.com/elastic/kibana-network-topology-plugin
elastic,entcollect,Go,public,173,0,1,0,2026-04-01T01:41:19Z,2026-07-20T20:37:07Z,dev,https://github.com/elastic/entcollect
elastic,supply-chain-monitor,Python,public,35,529,61,11,2026-04-01T15:38:26Z,2026-07-29T04:13:21Z,main,https://github.com/elastic/supply-chain-monitor
elastic,LogstashAgent,Python,public,827,1,1,1,2026-04-08T19:34:59Z,2026-07-21T19:11:11Z,main,https://github.com/elastic/LogstashAgent
elastic,osq_vs_turboquant,C++,public,45,1,1,0,2026-04-10T08:24:44Z,2026-07-04T04:09:46Z,main,https://github.com/elastic/osq_vs_turboquant
elastic,esql-syntax,JavaScript,public,114,0,1,0,2026-04-15T08:05:17Z,2026-06-04T19:31:41Z,main,https://github.com/elastic/esql-syntax
elastic,eui-kibana,TypeScript,public,8798791,0,0,1,2026-04-15T23:26:26Z,2026-04-24T11:40:28Z,main,https://github.com/elastic/eui-kibana
elastic,dashboards-api-spec,JavaScript,public,3293,0,4,0,2026-04-16T22:04:41Z,2026-08-04T10:27:59Z,main,https://github.com/elastic/dashboards-api-spec
elastic,example-mcp-app-security,TypeScript,public,13641,20,13,14,2026-04-17T20:38:51Z,2026-07-23T03:52:17Z,main,https://github.com/elastic/example-mcp-app-security
elastic,example-mcp-app-observability,TypeScript,public,24440,11,8,1,2026-04-17T20:54:02Z,2026-07-17T16:21:08Z,main,https://github.com/elastic/example-mcp-app-observability
elastic,customer-architect-panel,Python,public,40595,1,1,0,2026-04-18T15:32:53Z,2026-05-06T15:02:14Z,main,https://github.com/elastic/customer-architect-panel
elastic,cicd-abuse-detector,Shell,public,141,42,7,1,2026-04-21T23:13:37Z,2026-07-26T14:09:59Z,main,https://github.com/elastic/cicd-abuse-detector
elastic,integration-at-scale,Handlebars,public,1203658,0,0,0,2026-04-29T13:19:12Z,2026-07-29T10:11:45Z,main,https://github.com/elastic/integration-at-scale
elastic,integration-skills,,public,416,15,5,8,2026-05-11T08:49:53Z,2026-07-31T14:46:53Z,main,https://github.com/elastic/integration-skills
elastic,kb-yaml-to-lens,Python,public,7408,0,1,0,2026-05-20T08:40:41Z,2026-07-07T13:51:30Z,main,https://github.com/elastic/kb-yaml-to-lens
elastic,ai-skill-catalog,Python,public,401,0,1,2,2026-05-20T16:33:12Z,2026-05-29T14:06:29Z,main,https://github.com/elastic/ai-skill-catalog
elastic,access-broker-buildkite-plugin,Shell,public,8,0,1,0,2026-05-21T04:05:17Z,2026-05-21T06:35:37Z,main,https://github.com/elastic/access-broker-buildkite-plugin
elastic,docs-actions-test-caller,,public,24,0,1,9,2026-05-21T09:58:39Z,2026-07-24T14:07:43Z,main,https://github.com/elastic/docs-actions-test-caller
elastic,dra-prep-buildkite-plugin,Shell,public,94,0,1,3,2026-05-21T13:24:20Z,2026-07-28T13:10:45Z,main,https://github.com/elastic/dra-prep-buildkite-plugin
elastic,copilot-cli-elasticsearch,,public,2,0,0,0,2026-05-26T15:44:22Z,2026-05-26T15:57:54Z,master,https://github.com/elastic/copilot-cli-elasticsearch
elastic,ogx-elasticsearch-example,Python,public,5613,1,1,0,2026-05-28T13:17:15Z,2026-06-18T07:42:06Z,main,https://github.com/elastic/ogx-elasticsearch-example
elastic,ecs-tools,Go,public,61,0,2,3,2026-06-01T19:56:12Z,2026-07-22T17:35:40Z,main,https://github.com/elastic/ecs-tools
elastic,m-26-14-logging-readiness,JavaScript,public,27084,0,2,1,2026-06-03T18:35:12Z,2026-08-03T00:41:54Z,main,https://github.com/elastic/m-26-14-logging-readiness
elastic,docs-utils,Go,public,5074,5,0,0,2026-06-07T21:23:52Z,2026-08-04T08:43:33Z,main,https://github.com/elastic/docs-utils
elastic,ebc-hosting-actions,,public,24,0,1,0,2026-06-30T09:38:41Z,2026-07-09T17:26:48Z,main,https://github.com/elastic/ebc-hosting-actions
elastic,kiriver-kibana,,public,15823582,0,0,0,2026-07-01T16:18:23Z,2026-07-01T17:09:35Z,main,https://github.com/elastic/kiriver-kibana
elastic,sourcerer,Python,public,492,2,2,1,2026-07-02T21:02:38Z,2026-07-28T20:16:44Z,main,https://github.com/elastic/sourcerer
elastic,terraform-provider-aws,,public,923931,0,0,0,2026-07-07T07:57:34Z,2026-07-07T07:57:35Z,main,https://github.com/elastic/terraform-provider-aws
elastic,rule-validator,Go,public,30,0,2,1,2026-07-07T13:20:18Z,2026-07-23T13:04:28Z,main,https://github.com/elastic/rule-validator
elastic,schemas-js,TypeScript,public,14833,3,1,2,2026-07-07T20:18:57Z,2026-08-03T16:09:02Z,main,https://github.com/elastic/schemas-js
elastic,lumberjack,Go,public,95,0,0,0,2026-07-13T02:04:16Z,2026-07-15T01:32:08Z,master,https://github.com/elastic/lumberjack
elastic,alerting,HTML,public,5,0,0,0,2026-07-14T20:46:41Z,2026-07-14T20:52:24Z,main,https://github.com/elastic/alerting
elastic,competitive-benchmarking-studies-private,,public,596,0,0,0,2026-07-16T09:49:05Z,2026-07-16T09:50:11Z,main,https://github.com/elastic/competitive-benchmarking-studies-private
elastic,cisco-demo-ai-fed_sources-agent_builder,Shell,public,507,0,0,0,2026-07-22T17:38:29Z,2026-07-23T15:10:21Z,main,https://github.com/elastic/cisco-demo-ai-fed_sources-agent_builder
elastic,zizmor-action-delete,Shell,public,154,0,0,0,2026-07-23T19:02:59Z,2026-07-24T11:19:11Z,main,https://github.com/elastic/zizmor-action-delete
elastic,zizmor-enforcement,,public,3,0,0,0,2026-07-23T19:05:02Z,2026-07-23T22:23:36Z,main,https://github.com/elastic/zizmor-enforcement
elastic,zizmor-action,,public,155,0,0,0,2026-07-24T11:19:13Z,2026-07-24T11:19:13Z,main,https://github.com/elastic/zizmor-action
elastic,grafana-promql-extractor,Go,public,190,0,1,2,2026-07-30T16:01:28Z,2026-07-31T13:08:39Z,main,https://github.com/elastic/grafana-promql-extractor
elastic,shared-otel-sdk-demo,Java,public,66,0,0,0,2026-07-31T07:40:29Z,2026-07-31T09:12:38Z,main,https://github.com/elastic/shared-otel-sdk-demo
elastic,ios-agent-demo,Swift,public,744,0,0,4,2026-08-03T15:00:27Z,2026-08-03T15:35:14Z,main,https://github.com/elastic/ios-agent-demo
hashicorp,vagrant,Ruby,public,82684,27199,4402,753,2010-01-21T08:34:27Z,2026-08-04T07:42:41Z,main,https://github.com/hashicorp/vagrant
hashicorp,vagrant-installers,Shell,public,164396,174,72,7,2012-01-15T04:32:24Z,2026-04-07T13:46:29Z,main,https://github.com/hashicorp/vagrant-installers
hashicorp,puppet-bootstrap,Shell,public,66,442,176,9,2012-12-03T22:44:22Z,2026-07-26T19:08:59Z,master,https://github.com/hashicorp/puppet-bootstrap
hashicorp,force-www,Ruby,public,8,6,2,2,2012-12-20T17:26:04Z,2023-11-20T22:56:24Z,master,https://github.com/hashicorp/force-www
hashicorp,vagrant-docs-old,,public,1127,10,7,0,2013-01-01T00:08:50Z,2026-02-14T09:09:00Z,master,https://github.com/hashicorp/vagrant-docs-old
hashicorp,heroku-buildpack-middleman,Shell,public,14,45,11,2,2013-02-02T06:24:32Z,2026-07-23T18:42:58Z,master,https://github.com/hashicorp/heroku-buildpack-middleman
hashicorp,heroku-buildpack-rubygem-server,Shell,public,6,55,6,1,2013-02-04T03:50:16Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/heroku-buildpack-rubygem-server
hashicorp,packer,Go,public,119957,15752,3333,316,2013-03-23T05:43:03Z,2026-08-04T09:39:04Z,main,https://github.com/hashicorp/packer
hashicorp,go-metrics,Go,public,343,1579,189,50,2013-08-09T17:04:39Z,2026-07-30T01:56:12Z,master,https://github.com/hashicorp/go-metrics
hashicorp,net-rpc-msgpackrpc,Go,public,48,62,13,0,2013-08-20T22:19:54Z,2026-07-27T06:37:05Z,master,https://github.com/hashicorp/net-rpc-msgpackrpc
hashicorp,memberlist,Go,public,1211,4093,476,95,2013-09-09T20:59:27Z,2026-08-03T17:42:21Z,master,https://github.com/hashicorp/memberlist
hashicorp,serf,Go,public,7362,6064,607,105,2013-10-01T22:12:50Z,2026-08-03T09:25:41Z,master,https://github.com/hashicorp/serf
hashicorp,logutils,Go,public,27,371,33,4,2013-10-09T07:31:15Z,2026-07-28T13:41:57Z,master,https://github.com/hashicorp/logutils
hashicorp,gomemcache,Go,public,28,7,2,0,2013-10-22T23:20:50Z,2026-06-06T05:19:51Z,master,https://github.com/hashicorp/gomemcache
hashicorp,consul,Go,public,493201,30013,4610,1385,2013-11-04T22:15:27Z,2026-08-04T08:24:57Z,main,https://github.com/hashicorp/consul
hashicorp,raft,Go,public,2315,9075,1080,51,2013-11-05T00:41:20Z,2026-08-03T21:26:08Z,main,https://github.com/hashicorp/raft
hashicorp,vagrant-spec,Ruby,public,280,80,26,18,2013-12-04T23:00:55Z,2026-04-07T13:52:09Z,main,https://github.com/hashicorp/vagrant-spec
hashicorp,mdns,Go,public,120,1372,226,38,2014-01-29T19:39:18Z,2026-08-03T02:19:26Z,main,https://github.com/hashicorp/mdns
hashicorp,vagrant-plugin-changelog,,public,60,31,3,2,2014-03-11T15:51:40Z,2026-01-06T05:30:06Z,main,https://github.com/hashicorp/vagrant-plugin-changelog
hashicorp,terraform,Go,public,357031,49399,10593,1914,2014-03-13T22:25:48Z,2026-08-04T11:00:04Z,main,https://github.com/hashicorp/terraform
hashicorp,go-version,Go,public,175,1766,162,33,2014-03-26T05:16:55Z,2026-08-04T07:32:47Z,main,https://github.com/hashicorp/go-version
hashicorp,vagrant_cloud,Ruby,public,365,16,14,6,2014-04-03T11:02:07Z,2026-01-14T03:07:48Z,main,https://github.com/hashicorp/vagrant_cloud
hashicorp,raft-mdb,Go,public,24,138,30,4,2014-04-19T19:58:54Z,2026-06-06T05:06:55Z,master,https://github.com/hashicorp/raft-mdb
hashicorp,go-syslog,Go,public,67,69,17,3,2014-05-02T19:38:34Z,2026-07-23T18:42:49Z,master,https://github.com/hashicorp/go-syslog
hashicorp,envconsul,Go,public,45777,2069,194,42,2014-05-13T17:56:50Z,2026-08-03T09:23:59Z,main,https://github.com/hashicorp/envconsul
hashicorp,yamux,Go,public,188,2653,262,31,2014-05-22T19:08:46Z,2026-08-03T05:39:07Z,master,https://github.com/hashicorp/yamux
hashicorp,consul-replicate,Go,public,1523,524,72,27,2014-06-12T19:02:46Z,2026-07-14T17:20:43Z,master,https://github.com/hashicorp/consul-replicate
hashicorp,consul-haproxy,Go,public,420,276,36,0,2014-07-02T22:30:00Z,2025-08-04T07:10:32Z,master,https://github.com/hashicorp/consul-haproxy
hashicorp,libucl,,public,2359,8,1,0,2014-07-23T02:46:17Z,2026-05-29T23:26:35Z,master,https://github.com/hashicorp/libucl
hashicorp,hcl,Go,public,2395,5802,654,236,2014-07-31T21:09:00Z,2026-08-03T09:23:52Z,main,https://github.com/hashicorp/hcl
hashicorp,golang-lru,Go,public,165,5109,542,56,2014-08-06T22:14:53Z,2026-08-04T10:05:18Z,main,https://github.com/hashicorp/golang-lru
hashicorp,go-checkpoint,Go,public,101,44,25,0,2014-08-28T04:55:32Z,2026-07-27T06:07:07Z,master,https://github.com/hashicorp/go-checkpoint
hashicorp,ruby-checkpoint,Shell,public,171,2,2,2,2014-09-01T03:10:33Z,2026-07-23T18:42:51Z,main,https://github.com/hashicorp/ruby-checkpoint
hashicorp,middleman-hashicorp,JavaScript,public,813,43,28,0,2014-10-06T22:54:33Z,2023-06-11T18:33:02Z,master,https://github.com/hashicorp/middleman-hashicorp
hashicorp,consul-template,Go,public,59010,4825,797,228,2014-10-07T15:52:00Z,2026-08-03T09:24:00Z,main,https://github.com/hashicorp/consul-template
hashicorp,go-msgpack,Go,public,3806,116,22,0,2014-10-18T01:14:58Z,2026-07-21T05:41:53Z,main,https://github.com/hashicorp/go-msgpack
hashicorp,errwrap,Go,public,58,453,31,8,2014-10-21T01:01:09Z,2026-07-28T13:48:19Z,master,https://github.com/hashicorp/errwrap
hashicorp,atlas-go,Go,public,211,75,15,5,2014-10-26T23:51:51Z,2026-07-23T18:42:55Z,master,https://github.com/hashicorp/atlas-go
hashicorp,atlas-upload-cli,Go,public,106,43,10,1,2014-10-27T16:23:37Z,2026-07-10T23:42:40Z,master,https://github.com/hashicorp/atlas-upload-cli
hashicorp,go.net,Go,public,2017,19,14,3,2014-11-03T19:18:23Z,2026-04-14T05:17:31Z,master,https://github.com/hashicorp/go.net
hashicorp,go-multierror,Go,public,137,2578,141,29,2014-12-15T20:12:26Z,2026-08-03T03:21:14Z,main,https://github.com/hashicorp/go-multierror
hashicorp,raft-boltdb,Go,public,121,708,115,11,2015-01-30T01:45:09Z,2026-07-28T12:57:10Z,master,https://github.com/hashicorp/raft-boltdb
hashicorp,scada-client,Go,public,40,8,3,2,2015-01-30T19:09:47Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/scada-client
hashicorp,vault,Go,public,357070,36059,4727,1420,2015-02-25T00:15:59Z,2026-08-04T07:13:56Z,main,https://github.com/hashicorp/vault
hashicorp,aws-sdk-go,Go,public,3942,4,5,1,2015-02-25T20:43:50Z,2026-05-29T23:26:33Z,master,https://github.com/hashicorp/aws-sdk-go
hashicorp,consul-migrate,Go,public,208,20,4,0,2015-03-28T01:16:56Z,2023-01-28T17:59:13Z,master,https://github.com/hashicorp/consul-migrate
hashicorp,atlas-terraform-tutorial,HCL,public,15,17,17,1,2015-04-09T13:58:43Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/atlas-terraform-tutorial
hashicorp,vault-demo-server,Go,public,16174,34,12,1,2015-04-12T22:40:58Z,2026-05-13T14:05:50Z,master,https://github.com/hashicorp/vault-demo-server
hashicorp,atlas-packer-vagrant-tutorial,Shell,public,17,43,42,3,2015-04-15T23:09:38Z,2026-07-10T23:42:40Z,master,https://github.com/hashicorp/atlas-packer-vagrant-tutorial
hashicorp,photon-vagrant,,public,141,7,3,1,2015-04-16T23:58:38Z,2025-06-11T05:45:46Z,master,https://github.com/hashicorp/photon-vagrant
hashicorp,vault-ruby,Ruby,public,610,355,137,23,2015-04-24T19:47:49Z,2026-07-23T18:42:34Z,master,https://github.com/hashicorp/vault-ruby
hashicorp,vault-rails,Ruby,public,341,339,50,13,2015-04-29T00:05:30Z,2026-07-09T17:11:44Z,main,https://github.com/hashicorp/vault-rails
hashicorp,atlas-terraform-github-tutorial,,public,229,3,84,0,2015-05-15T21:50:16Z,2025-09-27T04:46:15Z,master,https://github.com/hashicorp/atlas-terraform-github-tutorial
hashicorp,nomad,Go,public,645162,16777,2122,1634,2015-06-01T10:21:00Z,2026-08-04T11:38:33Z,main,https://github.com/hashicorp/nomad
hashicorp,otto,HTML,public,6053,4239,210,126,2015-06-01T13:17:26Z,2026-07-23T09:40:12Z,master,https://github.com/hashicorp/otto
hashicorp,go-immutable-radix,Go,public,900,1105,81,15,2015-06-01T19:17:46Z,2026-07-28T13:09:18Z,master,https://github.com/hashicorp/go-immutable-radix
hashicorp,go-memdb,Go,public,286,3474,228,47,2015-06-16T22:54:29Z,2026-08-03T23:25:51Z,main,https://github.com/hashicorp/go-memdb
hashicorp,ionicons,HTML,public,15362,3,3,0,2015-07-01T22:55:33Z,2026-05-29T23:26:35Z,master,https://github.com/hashicorp/ionicons
hashicorp,vault-ssh-helper,Go,public,3996,446,56,14,2015-07-13T04:22:16Z,2026-07-20T19:56:55Z,main,https://github.com/hashicorp/vault-ssh-helper
hashicorp,hello-from-rack,Ruby,public,11,3,1,2,2015-07-30T13:47:11Z,2023-11-20T22:55:58Z,master,https://github.com/hashicorp/hello-from-rack
hashicorp,rtmo-lesson-1,Ruby,public,117,0,1,2,2015-08-14T01:49:17Z,2023-07-25T13:57:34Z,master,https://github.com/hashicorp/rtmo-lesson-1
hashicorp,rtmo-lesson-2,Ruby,public,115,0,2,0,2015-08-18T01:31:37Z,2023-07-25T13:57:36Z,master,https://github.com/hashicorp/rtmo-lesson-2
hashicorp,rtmo-terraform,HCL,public,170,3,4,0,2015-08-26T21:04:30Z,2023-01-28T17:59:22Z,master,https://github.com/hashicorp/rtmo-terraform
hashicorp,rtmo-packer,Ruby,public,416,2,2,1,2015-08-28T17:42:39Z,2023-07-25T13:57:44Z,master,https://github.com/hashicorp/rtmo-packer
hashicorp,rtmo-consul,Ruby,public,412,3,3,0,2015-09-14T02:12:35Z,2023-07-25T13:57:59Z,master,https://github.com/hashicorp/rtmo-consul
hashicorp,otto-getting-started,HTML,public,6,27,22,4,2015-09-21T18:54:42Z,2026-07-03T15:24:05Z,master,https://github.com/hashicorp/otto-getting-started
hashicorp,rtmo-pipeline,Ruby,public,537,0,0,0,2015-09-22T08:36:29Z,2023-07-25T13:58:05Z,master,https://github.com/hashicorp/rtmo-pipeline
hashicorp,packer-list-all-files,,public,108,1,1,0,2015-10-06T19:48:36Z,2024-07-28T04:57:59Z,master,https://github.com/hashicorp/packer-list-all-files
hashicorp,uuid,Go,public,9,18,5,1,2015-10-12T17:55:40Z,2026-06-06T05:19:50Z,master,https://github.com/hashicorp/uuid
hashicorp,go-getter,Go,public,2941,1823,269,171,2015-10-12T23:17:07Z,2026-08-03T06:50:46Z,main,https://github.com/hashicorp/go-getter
hashicorp,go-gatedio,Go,public,22,20,2,1,2015-10-13T19:00:55Z,2026-01-23T16:04:57Z,master,https://github.com/hashicorp/go-gatedio
hashicorp,lets-chat,JavaScript,public,9316,17,2,5,2015-10-15T04:35:49Z,2023-11-20T23:22:03Z,master,https://github.com/hashicorp/lets-chat
hashicorp,demo-app-nodejs,JavaScript,public,47,10,28,2,2015-10-16T22:45:40Z,2026-06-11T02:42:09Z,master,https://github.com/hashicorp/demo-app-nodejs
hashicorp,go-cleanhttp,Go,public,78,443,38,2,2015-10-22T18:07:48Z,2026-07-23T08:40:20Z,master,https://github.com/hashicorp/go-cleanhttp
hashicorp,otto-example-app-plugin,Go,public,4,19,4,1,2015-11-02T22:57:55Z,2023-01-28T17:59:23Z,master,https://github.com/hashicorp/otto-example-app-plugin
hashicorp,best-practices,HCL,public,399,1469,405,16,2015-11-10T18:32:40Z,2026-07-25T09:04:44Z,master,https://github.com/hashicorp/best-practices
hashicorp,go-retryablehttp,Go,public,233,2340,294,91,2015-12-07T16:46:24Z,2026-08-04T00:25:05Z,main,https://github.com/hashicorp/go-retryablehttp
hashicorp,go-reap,Go,public,24,67,8,3,2015-12-08T07:41:07Z,2026-06-01T13:28:59Z,master,https://github.com/hashicorp/go-reap
hashicorp,go-uuid,Go,public,31,186,34,2,2015-12-16T17:51:00Z,2026-07-28T13:49:11Z,master,https://github.com/hashicorp/go-uuid
hashicorp,go-plugin,Go,public,679,6057,506,73,2016-01-21T18:33:57Z,2026-08-03T06:35:39Z,main,https://github.com/hashicorp/go-plugin
hashicorp,docker-base,Shell,public,30,31,11,0,2016-01-29T19:07:22Z,2026-03-25T11:22:48Z,master,https://github.com/hashicorp/docker-base
hashicorp,docker-consul,Dockerfile,public,11385,400,225,50,2016-01-29T19:15:07Z,2026-03-30T22:27:59Z,master,https://github.com/hashicorp/docker-consul
hashicorp,hil,Go,public,361,403,33,6,2016-01-30T16:42:44Z,2026-07-23T18:42:27Z,main,https://github.com/hashicorp/hil
hashicorp,schedbench,Go,public,99,12,1,1,2016-02-08T19:32:04Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/schedbench
hashicorp,docker-basetool,Go,public,23,8,2,0,2016-02-09T05:14:52Z,2025-09-27T04:46:40Z,master,https://github.com/hashicorp/docker-basetool
hashicorp,go-sockaddr,Go,public,1076,289,56,19,2016-03-02T00:52:45Z,2026-07-28T13:26:41Z,master,https://github.com/hashicorp/go-sockaddr
hashicorp,c1m,HCL,public,87,171,19,0,2016-03-16T06:39:39Z,2026-07-18T20:44:53Z,master,https://github.com/hashicorp/c1m
hashicorp,docker-hub-images,Shell,public,107,128,109,14,2016-04-13T19:16:05Z,2026-02-17T23:59:10Z,master,https://github.com/hashicorp/docker-hub-images
hashicorp,go-rootcerts,Go,public,54,84,17,13,2016-05-03T13:12:20Z,2026-06-19T08:41:20Z,master,https://github.com/hashicorp/go-rootcerts
hashicorp,multiple-envs,HCL,public,12,22,16,1,2016-06-21T01:57:23Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/multiple-envs
hashicorp,acctest-build-configuration,,public,2,0,4,0,2016-06-29T15:49:38Z,2023-01-28T17:59:24Z,master,https://github.com/hashicorp/acctest-build-configuration
hashicorp,acctest-application-configuration,Ruby,public,0,1,0,0,2016-06-29T15:58:32Z,2024-10-14T01:14:12Z,master,https://github.com/hashicorp/acctest-application-configuration
hashicorp,docker-vault,Shell,public,11433,499,211,63,2016-07-05T16:58:26Z,2026-06-30T12:15:22Z,main,https://github.com/hashicorp/docker-vault
hashicorp,docker-official-images,,public,22938,10,5,0,2016-07-05T21:15:58Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/docker-official-images
hashicorp,docker-docs,,public,60398,1,4,0,2016-07-05T21:24:51Z,2018-01-22T18:47:25Z,master,https://github.com/hashicorp/docker-docs
hashicorp,vscode-terraform,TypeScript,public,25167,975,196,186,2016-09-08T08:22:05Z,2026-07-29T03:08:37Z,main,https://github.com/hashicorp/vscode-terraform
hashicorp,http-echo,Go,public,86,378,168,3,2016-09-28T01:11:54Z,2026-07-21T09:07:48Z,main,https://github.com/hashicorp/http-echo
hashicorp,nomad-java-sdk,Java,public,483,39,28,16,2016-11-10T23:49:00Z,2026-06-21T00:23:57Z,main,https://github.com/hashicorp/nomad-java-sdk
hashicorp,vault-provision-example,Shell,public,28,70,15,2,2016-11-11T14:26:05Z,2026-04-22T16:56:18Z,master,https://github.com/hashicorp/vault-provision-example
hashicorp,nomad-scala-sdk,Scala,public,58,18,1,2,2016-11-24T17:09:41Z,2026-06-14T05:46:04Z,main,https://github.com/hashicorp/nomad-scala-sdk
hashicorp,vault-service-broker,Go,public,38099,83,37,9,2016-12-08T19:37:43Z,2026-07-07T13:04:08Z,main,https://github.com/hashicorp/vault-service-broker
hashicorp,nomad-dispatch-ffmpeg,HCL,public,30,63,13,0,2017-02-01T06:49:18Z,2023-12-22T04:34:45Z,master,https://github.com/hashicorp/nomad-dispatch-ffmpeg
hashicorp,nomad-spark,,public,307548,44,16,12,2017-02-08T13:17:21Z,2023-01-28T14:52:15Z,deprecated,https://github.com/hashicorp/nomad-spark
hashicorp,go-oracle-terraform,Go,public,1027,8,7,4,2017-02-14T14:20:02Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/go-oracle-terraform
hashicorp,jsonapi-resources,Ruby,public,2689,1,1,0,2017-03-15T15:29:50Z,2026-03-04T18:36:34Z,master,https://github.com/hashicorp/jsonapi-resources
hashicorp,consul-ec2-auto-join-example,HCL,public,40,62,21,3,2017-03-15T17:29:34Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/consul-ec2-auto-join-example
hashicorp,terraform-enterprise-modules,HCL,public,1608,42,33,0,2017-03-25T00:12:57Z,2026-04-30T10:18:52Z,master,https://github.com/hashicorp/terraform-enterprise-modules
hashicorp,guides-configuration,Shell,public,312,82,36,7,2017-04-03T02:27:49Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/guides-configuration
hashicorp,research-docs,,public,276852,7,1,1,2017-04-04T17:33:49Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/research-docs
hashicorp,terraform-elasticache-example,HCL,public,29,87,50,6,2017-05-06T13:58:20Z,2026-04-22T16:56:16Z,master,https://github.com/hashicorp/terraform-elasticache-example
hashicorp,terraform-website,JavaScript,public,264437,162,358,13,2017-05-25T00:53:44Z,2026-04-27T12:38:38Z,master,https://github.com/hashicorp/terraform-website
hashicorp,vault-plugin-database-oracle,Go,public,10495,29,20,10,2017-05-30T22:04:56Z,2026-07-23T18:42:01Z,main,https://github.com/hashicorp/vault-plugin-database-oracle
hashicorp,nomad-ruby,Ruby,public,92,29,16,11,2017-05-30T23:03:23Z,2023-02-28T07:35:49Z,master,https://github.com/hashicorp/nomad-ruby
hashicorp,go-envparse,Go,public,48,53,11,1,2017-06-02T17:13:32Z,2026-07-23T06:24:36Z,main,https://github.com/hashicorp/go-envparse
hashicorp,go-hclog,Go,public,396,348,48,7,2017-06-02T22:51:20Z,2026-07-30T22:43:06Z,main,https://github.com/hashicorp/go-hclog
hashicorp,terraform-provider-aws,Go,public,939778,11023,10289,3541,2017-06-05T20:37:52Z,2026-08-04T10:14:32Z,main,https://github.com/hashicorp/terraform-provider-aws
hashicorp,terraform-provider-consul,Go,public,12400,131,115,53,2017-06-05T20:53:54Z,2026-07-27T11:19:36Z,main,https://github.com/hashicorp/terraform-provider-consul
hashicorp,terraform-provider-tls,Go,public,13022,231,126,68,2017-06-05T20:53:54Z,2026-07-30T13:20:19Z,main,https://github.com/hashicorp/terraform-provider-tls
hashicorp,terraform-provider-cobbler,Go,public,6472,8,10,4,2017-06-05T20:53:54Z,2023-01-28T11:36:43Z,master,https://github.com/hashicorp/terraform-provider-cobbler
hashicorp,terraform-provider-azurerm,Go,public,316066,4967,5030,3950,2017-06-05T20:53:54Z,2026-08-04T09:48:29Z,main,https://github.com/hashicorp/terraform-provider-azurerm
hashicorp,terraform-provider-nomad,Go,public,12116,15,104,21,2017-06-05T20:53:54Z,2026-07-27T11:19:29Z,main,https://github.com/hashicorp/terraform-provider-nomad
hashicorp,terraform-provider-http,Go,public,11665,242,119,49,2017-06-05T20:53:58Z,2026-08-02T02:14:09Z,main,https://github.com/hashicorp/terraform-provider-http
hashicorp,terraform-provider-bitbucket,Go,public,6226,32,113,24,2017-06-05T20:53:58Z,2024-08-23T11:17:03Z,master,https://github.com/hashicorp/terraform-provider-bitbucket
hashicorp,terraform-provider-logentries,Go,public,1867,6,9,4,2017-06-05T20:53:58Z,2024-08-06T09:51:37Z,master,https://github.com/hashicorp/terraform-provider-logentries
hashicorp,terraform-provider-ignition,Go,public,8915,39,60,15,2017-06-05T20:53:58Z,2025-08-25T18:44:09Z,master,https://github.com/hashicorp/terraform-provider-ignition
